id,main url,title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26,attribute 27,value 27,attribute 28,value 28,attribute 29,value 29,attribute 30,value 30,attribute 31,value 31
376,https://damatajhiz.com/products/1011/بخاری-برقی-پارس-خزر-مدل-ch2000tm,بخاری برقی پارس خزر مدل CH2000TM,960000,"هیتر خانگی، بخاری برقی و گازی›بخاری برقی›","https://damava.ir/wp-content/uploads/2022/new/sarmayesh/376/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/376/2.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/376/3.jpg","<ol><li>حداکثر توان گرمایشی: 2000 وات</li><li> قابلیت نصب : دیواری ، زمینی</li><li> سنسور ایمنی خاموش کن خودکار: دارد</li><li> ترموستات تنظیم دما : دارد</li></ol>",مدل,CH2000TM,حداکثر توان حرارتی(W),2000,حداقل توان حرارتی(W),750,ارتفاع (cm),45,طول (cm),55,عرض (cm),12,ترموستات ایمنی,دارد,سیستم قطع خودکار,دارد,گارانتی,2 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,https://damatajhiz.com/products/1127/پرده-هوای-فراز-کاویان-مدل-fm4018-ly-lux,پرده هوای فراز کاویان مدل FM4018 L/Y-LUX,6729000,پرده هوا›پرده هوای فراز کاویان›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/377/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/377/2.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/377/3.jpg",<ol><li>طول دستگاه : 180 سانتی متر</li><li>دارای ریموت کنترل و لیمیت سوئیچ</li><li>نصب آسان در بالای درب ورودی</li><li>مجهز به تیغه‌های ایرفول جهت هدایت هوا</li><li>قابلیت روشن و خاموش شدن اتوماتیک با باز و بسته شدن درب</li></ol>,مدل ,طرح کابین لوکس FM4018 L/Y-LUX,ابعاد   cm   , (طول),180,ابعاد   cm   , (عمق),22,ابعاد   cm   , (ارتفاع),23,وزن(kg),29,حجم هوادهیm3/h (میزان صدا (dB)),دور کند,حجم هوادهیm3/h (قدرت موتور (w)),2000,میزان صدا (dB) (قدرت موتور (w)),دور تند,میزان صدا (dB) (برق مصرفی),2800,قدرت موتور (w) (برق مصرفی),دور کند,گارانتی, 24 ماه گارانتی قطعات - 60 ماه گارانتی الکتروموتور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,https://damatajhiz.com/products/1147/ترموباکس-آذران-صنعت-امرتات-مدل-tb200,ترموباکس آذران صنعت امرتات مدل TB200,15200000,سیستم گرمایش از کف›ترموباکس آذران صنعت امرتات›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/378/1.jpg,<ol><li>تنظیم کننده دما و عملکرد سیستم گرمایش از کف بصورت الکترومکانیکال</li><li>مناسب برای متراژ : تا 200 متر مربع</li><li>دارای مبدل حرارتی صفحه ای از جنس استنلس استیل</li><li>مجهز به ترموستات جداری و شیر برقی</li><li>دارای پمپ سیرکولاتور با دبی بالا برای سیرکولاسیون آب</li></ol>,مدل,,TB300,,سطح حرارتی ft2 m2,200-300,ترموستات جداری,دارد,شیر برقی ,دارد,جنس,استنلس استیل AISI304L,گارانتی, 2 سال گارانتی گروه صنعتی آذران امرتات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,https://damatajhiz.com/products/1168/هیتر-صنعتی-گازی-مشهد-ظهور-با-فن-خارجی-مدل-b-2400,هیتر صنعتی گازی مشهد ظهور با فن خارجی مدل B-2400,18057000,هیتر ›هیترهای صنعتی مشهد ظهور›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/379/1.jpg,"<ol><li>نوع سوخت: گاز شهری </li><li> فضای قابل گرمایش: 900 مترمکعب</li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای فن آکسیال کم صدا جهت پرتاب باد گرم</li><li>دارای شیر کنترل گاز سیت ایتالیا، پیلوت و ترموکوپل</li></ol>",مدل,B-2400,نوع سوخت,گاز شهری ,توان حرارتی (kw),-,توان حرارتی (Kcal /Hr),45000,حجم هوادهی- CFM,3700,مصرف سوخت (m3/Hr),4.8,فضای تحت پوشش (m3),900,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),109,طول (cm),71,عرض(cm),60.5,وزن (Kg),85,گارانتی,24 ماه گارانتی (از زمان نصب) شرکت صنعتی مشهد ظهور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,https://damatajhiz.com/products/1170/بخاری-هیزمی-مشهد-ظهور,بخاری هیزمی مشهد ظهور,9163000,هیتر ›هیترهای صنعتی مشهد ظهور›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/380/1.jpg,<ol><li>نوع سوخت: چوب طبیعی</li><li> فضای قابل گرمایش: 70-30 متر مربع</li><li>دارای سر تمام چدنی</li><li>مجهز به کوره دو جداره لعابی</li><li>مانع حرارتی چدنی</li></ol>,نوع سوخت,چوب طبیعی,توان حرارتی (kw),3-7,توان حرارتی (Kcal /Hr),2600-6000,حجم هوادهی- CFM,--,حداکثر گنجایش مخزن سوخت (Kg),3,فضای تحت پوشش (m2),30-70,قطر دودکش (cm),15,اندازه موثر دودکش (m),2,ارتفاع (cm),98,عرض (cm),60,عمق (cm),60,وزن (Kg),50,گارانتی,24 ماه گارانتی از زمان خرید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,https://damatajhiz.com/products/1173/هیتر-صنعتی-گازی-مشهد-ظهور-با-فن-خارجی-مدل-a-2400,هیتر صنعتی گازی مشهد ظهور با فن خارجی مدل A-2400,15260000,هیتر ›هیترهای صنعتی مشهد ظهور›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/381/1.jpg,"<ol><li>نوع سوخت: گاز شهری </li><li>دارای دمپر دستی</li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای فن آکسیال کم صدا جهت پرتاب باد گرم</li><li> دارای شیر کنترل گاز سیت ایتالیا، پیلوت و ترموکوپل</li></ol>",مدل,A-2400,نوع سوخت,گاز شهری ,توان حرارتی (kw),-,توان حرارتی (Kcal /Hr),45000,حجم هوادهی- CFM,3700,مصرف سوخت (m3/Hr),4.8,فضای تحت پوشش (m3),900,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),109,طول (cm),71,عرض(cm),60.5,وزن (Kg),85,گارانتی,24 ماه گارانتی (از زمان نصب) شرکت صنعتی مشهد ظهور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,https://damatajhiz.com/products/6658/رادیاتور-آلومینیومی-17-پره-آنیت-مدل-پایونیر-سفید,رادیاتور آلومینیومی 17 پره آنیت مدل پایونیر سفید,5797000,رادیاتور آلومینیومی›رادیاتور آلومینیومی آنیت›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/382/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/382/2.jpg",<ol><li>ظرفیت حرارتی هر پره : 159 کیلو کالری بر ساعت</li><li>ابعاد (عمق*طول*ارتفاع) : 85*1200*500 میلیمتر</li><li>تعداد پره: 17</li><li>قابلیت سفارش پره های بیشتر به تعداد 19 پره</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی,گارانتی,"توجه داشته باشید، نصب غیر اصولی توسط نصاب غیرمجاز محصول را از گارانتی خارج می گرداند. برای استفاده از خدمات گارانتی، نصب توسط نصاب متخصص آنیت (به وب سایت آنیت مراجعه نمایید) انجام گردد؛ در غیر اینصورت گارانتی باطل می گردد. برای شرایط گارانتی، تایید اطلاعات نصب از سوی شرکت آنيت الزامی است.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,https://damatajhiz.com/products/7795/ترموباکس-آذران-صنعت-امرتات-مدل-tb50,ترموباکس آذران صنعت امرتات مدل TB50,9215000,سیستم گرمایش از کف›ترموباکس آذران صنعت امرتات›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/383/1.jpg,<ol><li>تنظیم کننده دما و عملکرد سیستم گرمایش از کف بصورت الکترومکانیکال</li><li>دارای مبدل حرارتی صفحه ای از جنس استنلس استیل</li><li>مجهز به ترموستات جداری و شیر برقی</li><li>دارای پمپ سیرکولاتور با دبی بالا برای سیرکولاسیون آب</li><li>مناسب برای متراژ : تا 50 متر مربع</li></ol>,مدل,,TB50,,توان پمپ سیرکولاتور,حداقل 100 وات,توان مبدل حرارتی صفحه ای,حداقل 20 کیلووات,حجم منبع انبساط بسته,حداقل 8 لیتر,ترموستات جداری,دارد,شیر برقی,دارد,جنس,استنلس استیل AISI304L,گارانتی,2 سال کارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,https://damatajhiz.com/products/2056/کوره-هوای-گرم-گازی-انرژی-مدل-760,کوره هوای گرم گازی انرژی مدل 760,26705000,کوره هوای گرم›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/384/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/384/2.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/384/3.jpg",<ol><li>نوع سوخت: گاز طبیعی</li><li> برق مصرفی: تک فاز 220 ولت</li><li> صداى کم و راندمان بالاى فن سانتریفوژ صنعتى</li><li> قابلیت اتصال به کانال تا طول 10 متر</li><li> دارای محفظه احتراق استنلس استیل با مشعل اجبارى</li></ol>,مدل,GF 0760,نوع سوخت,گاز طبیعی,توان حرارتی (kw),58,توان حرارتی (Kcal /Hr),50000,مصرف سوخت (m3/Hr),5.3,فضای تحت پوشش (m3),900 ~ 600,جریان برق مصرفی (A),3,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),200,عرض (cm),73,عمق (cm),70,وزن (Kg),132,گارانتی,1 سال گارانتی (از زمان نصب) شرکت انرژی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,https://damatajhiz.com/products/7635/هیتر-صنعتی-گازی-مشهد-ظهور-با-فن-داخلی-مدل-b-2400,هیتر صنعتی گازی مشهد ظهور با فن داخلی مدل B-2400,16416000,هیتر ›هیترهای صنعتی مشهد ظهور›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/385/1.jpg,"<ol><li>نوع سوخت: گاز شهری </li><li> فضای قابل گرمایش: 900 مترمکعب</li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای فن آکسیال کم صدا جهت پرتاب باد گرم</li><li>دارای شیر کنترل گاز سیت ایتالیا، پیلوت و ترموکوپل</li></ol>",مدل,B-2400,نوع سوخت,گاز شهری ,توان حرارتی (kw),-,توان حرارتی (Kcal /Hr),45000,حجم هوادهی- CFM,3700,مصرف سوخت (m3/Hr),4.8,فضای تحت پوشش (m3),900,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),109,طول (cm),71,عرض(cm),60.5,وزن (Kg),85,گارانتی,24 ماه گارانتی (از زمان نصب) شرکت صنعتی مشهد ظهور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,https://damatajhiz.com/products/7634/هیتر-صنعتی-گازی-مشهد-ظهور-با-فن-داخلی-مدل-a-2400,هیتر صنعتی گازی مشهد ظهور با فن داخلی مدل A-2400,13992000,هیتر ›هیترهای صنعتی مشهد ظهور›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/386/1.jpg,"<ol><li>نوع سوخت: گاز شهری </li><li>دارای دمپر دستی</li><li> برق مصرفی: تک فاز 220 ولت</li><li>دارای فن آکسیال کم صدا جهت پرتاب باد گرم</li><li> دارای شیر کنترل گاز سیت ایتالیا، پیلوت و ترموکوپل</li></ol>",مدل,A-2400,نوع سوخت,گاز شهری ,توان حرارتی (kw),-,توان حرارتی (Kcal /Hr),45000,حجم هوادهی- CFM,3700,مصرف سوخت (m3/Hr),4.8,فضای تحت پوشش (m3),900,برق مصرفی ,تک فاز 220 ولت,قطر دودکش (cm),15,ارتفاع (cm),109,طول (cm),71,عرض(cm),60.5,وزن (Kg),85,گارانتی,24 ماه گارانتی (از زمان نصب) شرکت صنعتی مشهد ظهور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,https://damatajhiz.com/products/6661/رادیاتور-آلومینیومی-7-پره-آنیت-مدل-پایونیر-سفید,رادیاتور آلومینیومی 7 پره آنیت مدل پایونیر سفید,2387000,رادیاتور آلومینیومی›رادیاتور آلومینیومی آنیت›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/387/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/387/2.jpg",<ol><li>ظرفیت حرارتی هر پره : 159 کیلو کالری بر ساعت</li><li>ابعاد (عمق*طول*ارتفاع) : 85*500*500 میلیمتر</li><li>تعداد پره: 7</li><li>قابلیت سفارش پره‌ های بیشتر به تعداد 19 پره</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی,گارانتی,"توجه داشته باشید، نصب غیر اصولی توسط نصاب غیرمجاز محصول را از گارانتی خارج می گرداند. برای استفاده از خدمات گارانتی، نصب توسط نصاب متخصص آنیت (به وب سایت آنیت مراجعه نمایید) انجام گردد؛ در غیر اینصورت گارانتی باطل می گردد. برای شرایط گارانتی، تایید اطلاعات نصب از سوی شرکت آنيت الزامی است.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,https://damatajhiz.com/products/6540/هیتر-گازی-فایر-تیوب-آذر-تهویه-مدل-f920-دو-دور-دوظرفیتی,هیتر گازی فایر تیوب آذر تهویه مدل  F920 دو دور - دوظرفیتی,13809000,هیتر ›هیتر گازسوز آذر تهویه›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/388/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/388/2.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/388/3.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/388/4.jpg",<ol><li>قدرت حرارتی:20000 کیلو کالری بر ساعت</li><li>فضای قابل گرمایش: 100 تا 400 متر مکعب</li><li>برق مصرفی: تکفاز 220 ولت</li><li>نوع سوخت: گاز طبیعی (NG)</li><li>قطر دودکش: 10 سانتیمتر</li></ol>,مدل,F920 دو دور - دو ظرفیتی,نوع,گاز سوز,سوخت مصرفی,گاز طبیعی,توان حرارتی (Kcal/Hr),20000,میزان هوادهی (m3/Hr),1700,مصرف سوخت (m3/Hr),2.1,ارتفاع (cm),51,عرض (cm),62,طول (cm),72,وزن (kg),46,قطر دودکش (cm),10,فشار گاز (mbar),18,فضای قابل گرمایش (m3),400~100,مشخصات برق,220 v - تکفاز - 0.5 A,متوسط دمای هوای خروجی ۫C,-,گارانتی,2 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,https://damatajhiz.com/products/5942/دیگ-چدنی-سوپر-200-شوفاژکار-5-پره,دیگ چدنی سوپر 200 شوفاژکار 5  پره,12862000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/389/1.jpg,"<ol><li>قدرت گرمادهی : 42000 kcal/hr</li><li> ابعاد دیگ (طول ) :mm 740</li><li> تعداد پره: 5</li><li> فشار کاری : 4 bar</li><li> ساخته شده از چدن آتش خوار، مقاوم در برابر خوردگی و شوک حرارتی</li></ol>",مدل,S200-5,تعداد پره,5,قدرت گرمادهی, (,KW,),48.8,قدرت گرمادهی, (,kcal/hr,),42000,قدرت گرمادهی, (btu/hr),,حجم آب گیری دیگ (lit),21,حجم محفظه احتراق(m3),0.0317,سایز اتصالات ورود و خروج دیگ ( DN),11.4,ابعاد دیگ (mm) (طول ),740,ابعاد دیگ (mm) (عرض),ابعاد دیگ (mm) (,ارتفاع ,),,وزن دیگ (kg),202,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),110,قطر دهانه دودکش دیگ (mm),130,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,,,
390,https://damatajhiz.com/products/4459/پرده-هوای-دکوراتیو-فراز-کاویان-مدل-fm-1215,پرده هوای دکوراتیو فراز کاویان مدل FM 1215,پرده هوا›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/390/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/390/2.jpg",<ol><li>طول دستگاه :151.7 سانتی متر</li><li>دارای ریموت کنترل و لیمیت سوئیچ</li><li>نصب آسان در بالای درب ورودی </li><li>مجهز به تیغه‌های ایرفول جهت هدایت هوا</li><li>قابلیت روشن و خاموش شدن اتوماتیک هم زمان با باز و بسته شدن درب</li></ol>,مدل,FM 1215-T6-GY,ابعاد   cm, (طول),151.7,ابعاد   cm, (عمق),22,ابعاد   cm, (ارتفاع),25,وزن(kg),20.5,حجم هوادهی m3/h,2900,میزان صدا (dB),60,قدرت موتور (w),230,برق مصرفی,v,گارانتی, 24 ماه گارانتی قطعات - 60 ماه گارانتی الکتروموتور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,https://damatajhiz.com/products/5953/پکیج-زمینی-استخری-شوفاژکار-مدل-آکواتک-150,پکیج زمینی استخری شوفاژکار مدل آکواتک 150,72898000,پکیج و گرمکن استخر و جکوزی›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/391/1.jpg,<ol><li>نوع سوخت مصرفی : گاز یا گازوئیل</li><li> حداکثر توان حرارتی : 129000 کیلوکالری بر ساعت</li><li> قدرت ساپورت : 50 تا 70 مترمربع</li><li>ظرفیت مبدل استخر: 129000 mm</li></ol>,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,"در صورت نصب صحیح توسط تکنسین های مجاز شرکت، دیگ های آکواتک به مدت 10 سال گارانتی می گردد.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,https://damatajhiz.com/products/5951/دیگ-چدنی-بویلر-سوپر-500-شوفاژکار9-پره,دیگ چدنی بویلر سوپر 500 شوفاژکار9 پره,43689000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/392/1.jpg,"<ol><li>قدرت گرمادهی (خروجی) : 258000 kcal/hr</li><li> قدرت گرمادهی (ورودی) : 304000 kcal/hr</li><li> ابعاد دیگ (طول ، عرض ، ارتفاع) :  mm</li><li> تعداد پره: 9</li><li> فشار کاری : 4 bar</li></ol>",مدل,F-309,تعداد پره,9,قدرت گرمادهی(خروجی), (,KW,),300,قدرت گرمادهی(خروجی), (,kcal/hr,),258000,قدرت گرمادهی(خروجی), (btu/hr),,قدرت گرمادهی(ورودی), (,KW,),354,قدرت گرمادهی(ورودی), (,kcal/hr,),304000,قدرت گرمادهی(ورودی), (btu/hr),,حجم آب گیری دیگ (lit),130,حجم محفظه احتراق(m3),0.1175,سایز اتصالات ورود و خروج دیگ ( DN),1/2 2,ابعاد دیگ (mm) (طول ),1460,ابعاد دیگ (mm) (عرض),ابعاد دیگ (mm) (,ارتفاع ,),,وزن دیگ (kg),860,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),127,قطر دهانه دودکش دیگ (mm),208,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,
393,https://damatajhiz.com/products/3970/پرده-هوا-صنعتی-سه-فاز-میتسویی-مدل-im-2012,پرده هوا صنعتی سه فاز میتسویی مدل IM-2012,12560000,پرده هوا›پرده هوا میتسویی›,"https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/1.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/2.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/3.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/4.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/5.jpg,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/393/6.jpg","<ol><li>ابعاد (طول، عرض، ارتفاع): 120*47*55 سانتیمتر </li><li>مناسب برای درب های بلند تا ارتفاع 4 متر</li><li>سری سه فاز با الکتروموتور IP54 Class F</li><li>نیاز قطعی به تابلوی حفاظت برق سه فاز میتسویی</li><li>قابلیت نصب میکروسوییچ جهت روشن-خاموش شدن دستگاه با باز و بسته شدن درب</li></ol>",مدل,IM-2012,ابعاد (cm) (وزن(kg)),طول,ابعاد (cm) (جریان مصرفی المنت (A)),120,ابعاد (cm) (حجم هوادهی (m3/h)),عرض,سرعت هوا (m/s),47,حداکثر میزان صدا (dB),ارتفاع,تعداد موتور و فن (برق مصرفی),55,تعداد موتور و فن,48,گارانتی,24 ماه گارانتی ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,https://damatajhiz.com/products/5949/دیگ-چدنی-بویلر-سوپر-500-شوفاژکار7-پره,دیگ چدنی بویلر سوپر 500 شوفاژکار7 پره,36946000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/394/1.jpg,<ol><li>قدرت گرمادهی (خروجی) : 192000 kcal/hr</li><li> قدرت گرمادهی (ورودی) : 225000 kcal/hr</li><li> تعداد پره: 7</li><li> فشار کاری : 4 bar</li></ol>,مدل,F-307,تعداد پره,7,قدرت گرمادهی(خروجی), (,KW,),233,قدرت گرمادهی(خروجی), (,kcal/hr,),192000,قدرت گرمادهی(خروجی), (btu/hr),,قدرت گرمادهی(ورودی), (,KW,),262,قدرت گرمادهی(ورودی), (,kcal/hr,),225000,قدرت گرمادهی(ورودی), (btu/hr),,حجم آب گیری دیگ (lit),104,حجم محفظه احتراق(m3),0.0919,سایز اتصالات ورود و خروج دیگ ( DN),1/2 2,ابعاد دیگ (mm) (طول ),1303,ابعاد دیگ (mm) (عرض),738,ابعاد دیگ (mm) (,ارتفاع ,),840,وزن دیگ (kg),700,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),127,قطر دهانه دودکش دیگ (mm),208,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب
395,https://damatajhiz.com/products/5947/دیگ-چدنی-بویلر-سوپر-500-شوفاژکار-6-پره,دیگ چدنی بویلر سوپر 500 شوفاژکار 6 پره,33574000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/395/1.jpg,<ol><li>قدرت گرمادهی (خروجی) : 157000 kcal/hr</li><li> قدرت گرمادهی (ورودی) : 185000 kcal/hr</li><li> تعداد پره: 6</li><li> فشار کاری : 4 bar</li></ol>,مدل,F-306,تعداد پره,6,قدرت گرمادهی(خروجی), (,KW,),183,قدرت گرمادهی(خروجی), (,kcal/hr,),157000,قدرت گرمادهی(خروجی), (btu/hr),,قدرت گرمادهی(ورودی), (,KW,),215,قدرت گرمادهی(ورودی), (,kcal/hr,),185000,قدرت گرمادهی(ورودی), (btu/hr),,حجم آب گیری دیگ (lit),91,حجم محفظه احتراق(m3),0.0791,سایز اتصالات ورود و خروج دیگ ( DN),1/2 2,ابعاد دیگ (mm) (طول ),1070,ابعاد دیگ (mm) (عرض),ابعاد دیگ (mm) (,ارتفاع ,),,وزن دیگ (kg),620,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),127,قطر دهانه دودکش دیگ (mm),208,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,
396,https://damatajhiz.com/products/5946/دیگ-چدنی-سوپر-200-شوفاژکار-8-پره,دیگ چدنی سوپر 200 شوفاژکار 8 پره,18161000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/396/1.jpg,"<ol><li>قدرت گرمادهی : 67500 kcal/hr</li><li> ابعاد دیگ (طول ) :mm 1040</li><li> تعداد پره: 8</li><li> فشار کاری : 4 bar</li><li> ساخته شده از چدن آتش خوار، مقاوم در برابر خوردگی و شوک حرارتی</li></ol>",مدل,S200-8,تعداد پره,8,قدرت گرمادهی, (,KW,),78.5,قدرت گرمادهی, (,kcal/hr,),67500,قدرت گرمادهی, (btu/hr),,حجم آب گیری دیگ (lit),32,حجم محفظه احتراق(m3),0.0515,سایز اتصالات ورود و خروج دیگ ( DN),11.4,ابعاد دیگ (mm) (طول ),1040,ابعاد دیگ (mm) (عرض),ابعاد دیگ (mm) (,ارتفاع ,),,وزن دیگ (kg),283,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),110,قطر دهانه دودکش دیگ (mm),130,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,,,
397,https://damatajhiz.com/products/5945/دیگ-چدنی-سوپر-200-شوفاژکار-7-پره,دیگ چدنی سوپر 200 شوفاژکار 7 پره,16188000,دیگ شوفاژ چدنی›دیگ شوفاژ چدنی شوفاژکار›,https://damava.ir/wp-content/uploads/2022/new/sarmayesh/397/1.jpg,"<ol><li>قدرت گرمادهی : 59009 kcal/hr</li><li> ابعاد دیگ (طول ) :mm 940</li><li> تعداد پره: 7</li><li> فشار کاری : 4 bar</li><li> ساخته شده از چدن آتش خوار، مقاوم در برابر خوردگی و شوک حرارتی</li></ol>",مدل,S200-7,تعداد پره,7,قدرت گرمادهی, (,KW,),68.6,قدرت گرمادهی, (,kcal/hr,),59009,قدرت گرمادهی, (btu/hr),,حجم آب گیری دیگ (lit),29,حجم محفظه احتراق(m3),0.0449,سایز اتصالات ورود و خروج دیگ ( DN),11.4,ابعاد دیگ (mm) (طول ),940,ابعاد دیگ (mm) (عرض),ابعاد دیگ (mm) (,ارتفاع ,),,وزن دیگ (kg),256,حداکثر دمای کاری مجاز (Cº),90,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),110,قطر دهانه دودکش دیگ (mm),130,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,,,
