title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26
مشعل گازی پارس مشعل مدل PMN1-PGO-111,,مشعل > پارس مشعل,"https://damava.ir/wp-content/uploads/2022/garmayesh/622/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/622/2.jpg",<ol><li>حداکثر قدرت گرمایش: 33.900 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>نحوه احتراق: یک مرحله ای</li><li>قدرت موتور: 90 W</li><li>برق مصرفی: تکفاز</li></ol>,مدل دستگاه,PMN1-PGO-111,قدرت گرمایش (KW),Dec-39,دمپر هوا,"10,300-33,900",جریان الکتریکی,یک مرحله,قدرت موتور KW,دستی,نوع رله,220-1-50,قطر شعله پوش mm,0.09,حداقل فشار گاز mbar,ایرانی,قطرخط گاز in,130,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل مازوت سوز پارس مشعل PM5-PHT-118,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/623/1.jpg,<ol><li>حداکثر قدرت گرمایش: 774.000 Kcal/hr</li><li>سوخت مصرفی: مازوت</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 1100 W</li><li>پیش گرم کننده مازوت: 6000 W</li></ol>,مدل دستگاه,PM5-PHT-118,قدرت گرمایش (KW),285-726,مصرف سوخت kg/hr,"232,000-774,000",نحوه احتراق,مازوت,دمپر هوا,24-81,جریان الکتریکی,دو مرحله ای,قدرت موتور KW,اتوماتیک,پیش گرم کننده مازوت KW,380-3-50,نوع رله,1.1,قطر شعله پوش mm,6,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل PM4-KLG-213,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/624/1.jpg,<ol><li>حداکثر قدرت گرمایش: 670.800Kcal/hr</li><li>سوخت مصرفی: گاز و گازوئیل</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 750W</li><li>قدرت موتور پمپ: 180W</li></ol>,مدل دستگاه,PM4-KLG-213,قدرت گرمایش KW,260-780,قدرت گرمایش Kcal/hr,"223,600-670,800",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,22-66,گاز طبیعی Nm3/h,24-70,نحوه احتراق,دو مرحله ای,دمپر هوا,اتوماتیک,جریان الکتریکی,380-3-50,قدرت موتور KW,0.75,قدرت موتور پمپ KW,0.18,نوع رله,برند هانیول یا زیمنس,قطر شعله پوش mm,240,فشار پمپ گاز mbar,18.5,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل PM6-KLG-313,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/625/1.jpg,<ol><li>حداکثر قدرت گرمایش: 1.462.000Kcal/hr</li><li>سوخت مصرفی: گاز و گازوئیل</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 4.000W</li><li>برق مصرفی: سه فاز</li></ol>,مدل دستگاه,PM5-KLG-313,قدرت گرمایش KW,"900-1,700",قدرت گرمایش Kcal/hr,"774,000-1,462,000",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,76-143,گاز طبیعی Nm3/h,81-153,نحوه احتراق,دو مرحله ای,دمپر هوا,اتوماتیک,جریان الکتریکی,380-3-50,قدرت موتور KW,4,قدرت موتور پمپ KW,0.75,نوع رله,برند هانیول یا زیمنس,قطر شعله پوش mm,305,فشار پمپ گاز mbar,138,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل مدل 113 PM-1 KLG,,مشعل > پارس مشعل,"https://damava.ir/wp-content/uploads/2022/garmayesh/626/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/626/2.jpg",<ol><li>حداکثر قدرت گرمایش: 49.800 Kcal/hr</li><li>سوخت مصرفی: گاز - گازوئیل</li><li>نحوه احتراق: تک مرحله ای</li><li>قدرت موتور: 110 W</li><li>برق مصرفی: تک فاز</li></ol>,مدل دستگاه,PM-1 KLG 113,قدرت گرمایش KW,32-58,قدرت گرمایش Kcal/hr,"27,500-49,800",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,2.7-4.8,گاز طبیعی Nm3/h,2.9-5.2,نحوه احتراق,یک مرحله,دمپر هوا,دستی,جریان الکتریکی,220-1-50,قدرت موتور KW,0.11,نوع رله,ایرانی,قطر شعله پوش mm,150,فشار پمپ گاز mbar,18.5,قطرخط گاز Inch,½,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل مازوت سوز پارس مشعل PM3-PHT-318,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/627/1.jpg,<ol><li>حداکثر قدرت گرمایش: 382.000 Kcal/hr</li><li>سوخت مصرفی: مازوت</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 750 W</li><li>برق مصرفی: تکفاز</li></ol>,مدل دستگاه,PM3-PHT-318,قدرت گرمایش (KW),125-444,مصرف سوخت kg/hr,"107,500-382,000",نحوه احتراق,مازوت,دمپر هوا,Nov-40,جریان الکتریکی,دو مرحله ای,قدرت موتور KW,اتوماتیک,پیش گرم کننده مازوت KW,220-1-50,نوع رله,0.75,قطر شعله پوش mm,3,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل گازی گرم ایران مدل GNG-90/120M,,مشعل > مشعل گرم ایران,https://damava.ir/wp-content/uploads/2022/garmayesh/628/1.jpg,<ol><li>حداکثر قدرت گرمایش: 11.800.000 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>نحوه احتراق: مادولیتینگ</li><li>قدرت موتور: 32000 W</li><li>نوع دمپر هوا: اتوماتیک</li></ol>,مدل دستگاه,GNG-90/120M,حداقل قدرت گرمایش,"2,500,000",حداکثر قدرت گرمایش Kcal/hr (دمپر هوا),"11,800,000",مشخصات برقی الکترو موتور,مادولیتینگ,سروو موتور ,اتوماتیک,حد اقل فشار گاز m.Bar,"32,000 W",قطر خط گاز in,دارد,بدنه مشعل ,-,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل مازوت سوز پارس مشعل PM9-PHM-518,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/629/1.jpg,<ol><li>حداکثر قدرت گرمایش: 13.420.000 Kcal/hr</li><li>سوخت مصرفی: مازوت</li><li>نحوه احتراق: تدریجی</li><li>قدرت موتور: 45000 W</li><li>قدرت موتور پمپ: 2200 W</li></ol>,مدل دستگاه,PM9-PHM-518,قدرت گرمایش (KW),"15,600",مصرف سوخت kg/hr,"13,420,000",نحوه احتراق,مازوت,دمپر هوا,"1,412",جریان الکتریکی,تدریجی,قدرت موتور KW,اتوماتیک,قدرت موتور پمپ KW,380-3-50,پیش گرم کننده مازوت KW,45,نوع رله,2.2,قطر شعله پوش mm,54,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل مازوت سوز پارس مشعل PM4-PHT-218,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/630/1.jpg,<ol><li>حداکثر قدرت گرمایش: 625.000 Kcal/hr</li><li>سوخت مصرفی: مازوت</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 750 W</li><li>برق مصرفی: سه فاز</li></ol>,مدل دستگاه,PM4-PHT-218,قدرت گرمایش (KW),285-726,مصرف سوخت kg/hr,"245,000-625,000",نحوه احتراق,مازوت,دمپر هوا,26-66,جریان الکتریکی,دو مرحله ای,قدرت موتور KW,اتوماتیک,پیش گرم کننده مازوت KW,380-3-50,نوع رله,0.75,قطر شعله پوش mm,4,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل PM6-KLG-413,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/631/1.jpg,<ol><li>حداکثر قدرت گرمایش: 2.064.000Kcal/hr</li><li>سوخت مصرفی: گاز و گازوئیل</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 5.500W</li><li>قدرت موتور پمپ: 750W</li></ol>,مدل دستگاه,PM6-KLG-413,قدرت گرمایش KW,"1,700-2,400",قدرت گرمایش Kcal/hr,"1,462,000-2,064,000",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,143-202,گاز طبیعی Nm3/h,153-217,نحوه احتراق,دو مرحله ای,دمپر هوا,اتوماتیک,جریان الکتریکی,380-3-50,قدرت موتور KW,5.5,قدرت موتور پمپ KW,0.75,نوع رله,برند هانیول یا زیمنس,قطر شعله پوش mm,305,فشار پمپ گاز mbar,138,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل PM6-KLG-513,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/632/1.jpg,<ol><li>حداکثر قدرت گرمایش: 2.580.000Kcal/hr</li><li>سوخت مصرفی: گاز و گازوئیل</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 7.500W</li><li>قدرت موتور پمپ: 750W</li></ol>,مدل دستگاه,PM5-KLG-513,قدرت گرمایش KW,"2,400-3,000",قدرت گرمایش Kcal/hr,"2,064,000-2,580,000",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,202-252,گاز طبیعی Nm3/h,217-271,نحوه احتراق,دو مرحله ای,دمپر هوا,اتوماتیک,جریان الکتریکی,380-3-50,قدرت موتور KW,7.5,قدرت موتور پمپ KW,0.75,نوع رله,برند هانیول یا زیمنس,قطر شعله پوش mm,305,فشار پمپ گاز mbar,138,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل PM6-KHG-313,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/633/1.jpg,<ol><li>حداکثر قدرت گرمایش: 1.462.000Kcal/hr</li><li>سوخت مصرفی: گاز و مازوت</li><li>نحوه احتراق: دو مرحله ای</li><li>قدرت موتور: 4.000W</li><li>قدرت موتور پمپ: 750W</li></ol>,مدل دستگاه,PM5-KHG-313,قدرت گرمایش KW,"950-1,700",قدرت گرمایش Kcal/hr,"817,000-1,462,000",مصرف سوخت ,گاز - مازوت,مازوت kg/hr,86-153,گاز طبیعی Nm3/h,86-153,نحوه احتراق,دو مرحله ای,دمپر هوا,اتوماتیک,جریان الکتریکی,380-3-50,قدرت موتور KW,4,قدرت موتور پمپ KW,0.75,پیش گرم کننده مازوت KW,6,نوع رله,برند هانیول یا زیمنس,قطر شعله پوش mm,305,فشار پمپ گاز mbar,138,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,
دیگ فولادی آبگرم آذران صنعت امرتات (کالور) C300,,دیگ آبگرم فولادی > دیگ فولادی آبگرم آذران صنعت (کالور),"https://damava.ir/wp-content/uploads/2022/garmayesh/634/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/634/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/634/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/634/4.jpg",<ol><li>دارای پنل کنترلی تکفاز </li><li>دارای استاندارد تجهیزات الکتریکی پنل کنترلی و طراحی مدارات</li><li>ظرفیت حرارتی:45000 تا 800000 kcal/hr</li></ol>,مدل دستگاه,C300,فشار کار (bar),6,حد اکثر قدرت گرمایش (kcal/hr),300,حد اکثر قدرت گرمایش(KW),372,ابعاد (mm) (طول دیگ بدون مشعل),1820,ابعاد (mm) (عرض دیگ),1140,ابعاد (mm) (ارتفاع دیگ با پانل کنترلی),1340,وزن (kg),760,سایز ورودی و خروجی اصلی دیگ(inch), DN 80,قطر دهانه ورودی مشعلگیر(mm),155,قطر دهانه خروجی دودکش (mm),350,سایز تخلیه دیگ (inch),4-Mar,ارتفاع مرکز مشعلگیر (mm),530,ارتفاع مرکز دودوکش (mm),720,بازدهی حرارت (%),88,نوع سوخت مصرفی,گاز- گازوئیل-مازوت,کشور سازنده,ایران,گارانتی,3 سال ضمانت آذران صنعت امرتات,,,,,,,,,,,,,,,,
پمپ آب رسانی پنتاکس صنعتی و کشاورزی,,پمپ آب و آبرسانی,"https://damava.ir/wp-content/uploads/2022/garmayesh/635/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/4.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/5.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/6.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/7.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/8.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/635/9.jpg",,گارانتی,یک سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل گازی پارس مشعل مدل PM2-PGO-111,,مشعل > پارس مشعل,"https://damava.ir/wp-content/uploads/2022/garmayesh/636/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/636/2.jpg",<ol><li>حداکثر قدرت گرمایش: 125.000 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>مصرف گاز: 13.2-4 Nm³/hr</li><li>نحوه احتراق: یک مرحله ای</li><li>قدرت موتور: 150 W</li></ol>,مدل دستگاه,PM2-PGO-111,قدرت گرمایش (KW),45-145,دمپر هوا,"38,700-125,000",جریان الکتریکی,یک مرحله,قدرت موتور KW,دستی,نوع رله,220-1-50,قطر شعله پوش mm,0.15,حداقل فشار گاز mbar,ایرانی,قطرخط گاز in,150,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ فولادی آبگرم آذران صنعت امرتات (کالور) C400,,دیگ آبگرم فولادی > دیگ فولادی آبگرم آذران صنعت (کالور),"https://damava.ir/wp-content/uploads/2022/garmayesh/637/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/637/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/637/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/637/4.jpg",<ol><li>حداکثر فشار کاری : 6 bar</li><li> نوع سوخت : سه گانه سوز (گاز- گازوئیل- مازوت)</li><li> ابعاد دیگ : 1910*1140*1340 mm</li><li> دارای تکنولوژی شعله برگشتی</li><li>ظرفیت حرارتی:400000kcal/hr</li></ol>,مدل دستگاه,C400,فشار کار (bar),6,حد اکثر قدرت گرمایش (kcal/hr),400,حد اکثر قدرت گرمایش(KW),480,ابعاد (mm) (طول دیگ بدون مشعل),1910,ابعاد (mm) (عرض دیگ),1140,ابعاد (mm) (ارتفاع دیگ با پانل کنترلی),1340,وزن (kg),840,سایز ورودی و خروجی اصلی دیگ(inch), DN 80,قطر دهانه ورودی مشعلگیر(mm),155,قطر دهانه خروجی دودکش (mm),350,سایز تخلیه دیگ (inch),4-Mar,ارتفاع مرکز مشعلگیر (mm),530,ارتفاع مرکز دودوکش (mm),720,بازدهی حرارت (%),88,نوع سوخت مصرفی,گاز- گازوئیل-مازوت,کشور سازنده,ایران,گارانتی,3 سال ضمانت آذران صنعت امرتات,,,,,,,,,,,,,,,,
مشعل گازی پارس مشعل مدل PM2-PGO-211,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/638/1.jpg,<ol><li>حداکثر قدرت گرمایش: 172.000 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>نحوه احتراق: یک مرحله ای</li><li>قدرت موتور: 150 W</li><li>برق مصرفی: تکفاز</li></ol>,مدل دستگاه,PM2-PGO-211,قدرت گرمایش (KW),69-200,دمپر هوا,"59,000-172,000",جریان الکتریکی,یک مرحله,قدرت موتور KW,دستی,نوع رله,220-1-50,قطر شعله پوش mm,0.15,حداقل فشار گاز mbar,ایرانی,قطرخط گاز in,170,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل دوگانه سوز پارس مشعل مدل 213 PM-2 KLG,,مشعل > پارس مشعل,https://damava.ir/wp-content/uploads/2022/garmayesh/639/1.jpg,<ol><li>حداکثر قدرت گرمایش: 189.000 Kcal/hr</li><li>سوخت مصرفی: گاز - گازوئیل</li><li>نحوه احتراق: تک مرحله ای</li><li>قدرت موتور: 150 W</li><li>برق مصرفی: تک فاز</li></ol>,مدل دستگاه,PM-2 KLG 213,قدرت گرمایش KW,70-220,قدرت گرمایش Kcal/hr,"60,000-189,000",مصرف سوخت ,گاز - گازوئیل,گازوئیل kg/hr,5.9-18.6,گاز طبیعی Nm3/h,6.3-19.9,نحوه احتراق,یک مرحله,دمپر هوا,دستی,جریان الکتریکی,220-1-50,قدرت موتور KW,0.15,نوع رله,ایرانی,قطر شعله پوش mm,130,فشار پمپ گاز mbar,18.5,قطرخط گاز Inch,4-Mar,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,
مشعل گازی پارس مشعل مدل PM2-PGO-311,,مشعل > پارس مشعل,"https://damava.ir/wp-content/uploads/2022/garmayesh/640/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/640/2.jpg",<ol><li>حداکثر قدرت گرمایش: 215.000 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>مصرف گاز: 23-8 Nm³/hr</li><li>نحوه احتراق: یک مرحله ای</li><li>قدرت موتور: 150 W</li></ol>,مدل دستگاه,PM2-PGO-311,قدرت گرمایش (KW),90-250,دمپر هوا,77400-215000,جریان الکتریکی,یک مرحله,قدرت موتور KW,دستی,نوع رله,220-1-50,قطر شعله پوش mm,0.15,حداقل فشار گاز mbar,ایرانی,قطرخط گاز in,170,گارانتی,1 سال گارانتی پارس مشعل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آبرسانی افقی طبقاتی گراندفوس سری CM,,پمپ آب و آبرسانی > پمپ آب گراندفوس,"https://damava.ir/wp-content/uploads/2022/garmayesh/641/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/4.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/5.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/6.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/7.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/8.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/9.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/641/10.jpg",,گارانتی,1 سال گارانتی آبتین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
